Y,,X,Y,S
SOC 334,1944962,SOS 322,SOC 334,0.8479321
SOC 391,2011543,POS 503,SOC 391,0.9071268
SOC 391,2011577,POS 671,SOC 391,0.88789
SOC 512,2131963,POS 604,SOC 512,0.6849808000000001
SOC 512,2132704,EEE 556,SOC 512,0.664639
SOS 194,880890,ART 494,SOS 194,1.0
SOS 194,880192,FMP 394,SOS 194,1.0
SOS 494,1029643,FMP 394,SOS 494,1.0
SOS 494,1030341,ART 494,SOS 494,1.0
SPA 318,770876,SPA 406,SPA 318,0.8603866
SPA 318,770871,SPA 401,SPA 318,0.8534889000000001
SPA 425,1052146,SPA 426,SPA 425,0.9694961999999999
SPA 425,1053825,LAT 222,SPA 425,0.8309165000000001
SPA 434,1128823,SPA 565,SPA 434,0.8622221999999999
SPA 434,1128800,SPA 534,SPA 434,0.8356395000000001
SPA 471,1230892,SPA 473,SPA 471,0.88736176
SPA 471,1230891,SPA 472,SPA 471,0.85281074
SPA 536,1473182,SPA 566,SPA 536,0.80273795
SPA 536,1473199,SPA 588,SPA 536,0.7992691
SPA 566,1765967,SPA 589,SPA 566,0.8225154
SPA 566,1765964,SPA 586,SPA 566,0.8103670000000001
SPE 507,496217,SPE 510,SPE 507,0.9402075999999999
SPE 507,496216,SPE 509,SPE 507,0.8960073000000001
SPE 534,541660,SPE 576,SPE 534,0.89310884
SPE 534,545700,RDG 572,SPE 534,0.86054724
SPF 683,801145,MUE 583,SPF 683,1.0
SPF 683,812374,MCE 583,SPF 683,1.0
SSH 492,1753023,JPN 492,SSH 492,1.0000002000000001
SSH 492,1753269,GRK 492,SSH 492,1.0000002000000001
SST 510,1210297,SWG 722,SST 510,0.9064472
SST 510,1207397,NEW 100,SST 510,0.88585603
STC 525,2047125,STS 303,STC 525,0.7519075
STC 525,2046599,STC 540,STC 525,0.7364235
STP 294,444920,ART 494,STP 294,1.0
STP 294,444222,FMP 394,STP 294,1.0
STS 318,590623,STS 325,STS 318,0.8679545
STS 318,590628,STS 332,STS 318,0.8066639
STS 394,603568,ART 494,STS 394,1.0
STS 394,603033,THP 394,STS 394,0.9999998999999999
SWG 611,868917,SWU 474,SWG 611,0.7975203000000001
SWG 611,871610,CDE 531,SWG 611,0.78981006
SWG 663,980637,CDE 244,SWG 663,0.7754215
SWG 663,978930,PSY 447,SWG 663,0.7330613
SWG 685,1005644,OGL 357,SWG 685,0.80916667
SWG 685,1006126,PSY 564,SWG 685,0.8076012
SWG 692,1027036,LDE 592,SWG 692,0.99999994
SWG 692,1027504,ARE 592,SWG 692,0.99999994
SWG 721,1052390,SOS 540,SWG 721,0.87730193
SWG 721,1052771,ESS 540,SWG 721,0.87730193
SWU 493,998907,FMP 493,SWU 493,0.9999998999999999
SWU 493,998633,MGT 493,SWU 493,0.9999998999999999
TCL 488,137385,SOC 314,TCL 488,0.7908350000000001
TCL 488,134182,ASB 202,TCL 488,0.77587384
TGM 522,269688,TGM 529,TGM 522,0.87423074
TGM 522,269683,TGM 524,TGM 522,0.8647469999999999
TGM 538,294803,BUS 436,TGM 538,0.8315114
TGM 538,293387,TGM 551,TGM 538,0.78785527
THE 421,789771,THE 524,THE 421,0.79307497
THE 421,794533,MUS 356,THE 421,0.7842099
THF 497,641051,TWC 543,THF 497,0.7645505
THF 497,641025,TWC 443,THF 497,0.7645505
THP 355,746672,THP 513,THP 355,0.8528368000000001
THP 355,746657,THP 455,THP 355,0.84381795
THP 451,776432,THP 618,THP 451,0.77468514
THP 451,776397,THP 514,THP 451,0.7729541
THP 452,777878,MCO 566,THP 452,0.8052349
THP 452,777826,MCO 437,THP 452,0.8047516
TSS 507,1446332,TSS 611,TSS 507,0.8444683000000001
TSS 507,1446328,TSS 601,TSS 507,0.82131714
TSS 683,1452341,TSS 783,TSS 683,1.0
TSS 683,1452519,MUP 783,TSS 683,1.0
TWC 362,233990,TWC 435,TWC 362,0.8799634
TWC 362,234016,TWC 535,TWC 362,0.8799634
TWC 401,242140,TWC 501,TWC 401,0.99999994
TWC 401,242371,CIS 340,TWC 401,0.8651899
UET 498,1057381,ART 498,UET 498,1.0000001
UET 498,1056296,EEE 498,UET 498,1.0
UET 580,1075630,MGT 580,UET 580,0.99999976
UET 580,1076632,LDE 580,UET 580,0.99999976
UET 592,1088751,MTC 592,UET 592,0.99999994
UET 592,1088561,LSE 692,UET 592,0.99999994
WST 372,2268157,SOC 375,WST 372,0.7828578
WST 372,2267522,WST 378,WST 372,0.7795768
WST 490,76387,ART 442,WST 490,0.754835
WST 490,75941,THP 582,WST 490,0.7417444000000001
ABS 485,990744,ABS 586,ABS 485,0.8369844999999999
ABS 485,991019,GCU 373,ABS 485,0.8277346
ACC 513,1879994,TAM 511,ACC 513,0.882294
ACC 513,1883418,TGM 200,ACC 513,0.8814039
ACC 575,1892464,ACC 577,ACC 575,0.65379345
ACC 575,1892470,ACC 587,ACC 575,0.65356386
ACT 510,1529370,ACT 571,ACT 510,0.9154373
ACT 510,1529369,ACT 570,ACT 510,0.90231466
ADE 499,2004582,EEE 499,ADE 499,0.99999994
ADE 499,2005667,ART 499,ADE 499,0.99999994
AEE 294,1722778,ART 494,AEE 294,1.0
AEE 294,1719268,RUS 294,AEE 294,1.0
AES 103,2036962,AES 302 (LAB),AES 103,0.8726451
AES 103,2036954,AES 104 (LAB),AES 103,0.8724970999999999
AES 302 (LAB),2135291,AES 402 (LAB),AES 302 (LAB),0.9789009
AES 302 (LAB),2135289,AES 304 (LAB),AES 302 (LAB),0.9742429
AFR 202,41333,SWU 457,AFR 202,0.87076646
AFR 202,40629,SWG 557,AFR 202,0.87076646
AFR 480,376760,SGS 442,AFR 480,1.0
AFR 480,376751,SGS 343,AFR 480,0.793862
AFR 492,391137,GPH 492,AFR 492,1.0000002000000001
AFR 492,389108,FMS 492,AFR 492,1.0000002000000001
AGB 435,1474471,SCM 520,AGB 435,0.88185745
AGB 435,1472894,MKT 555,AGB 435,0.8548091
AGB 580,1820024,MCO 580,AGB 580,0.99999976
AGB 580,1814984,ASB 680,AGB 580,0.99999976
AIS 285,1596843,AIS 517,AIS 285,0.8393135
AIS 285,1596844,AIS 518,AIS 285,0.8393135
AIS 380,1609591,AIS 518,AIS 380,0.7196089
AIS 380,1609590,AIS 517,AIS 380,0.7196089
ALD 403,2052333,ALD 505,ALD 403,0.8804556
ALD 403,2054776,PSY 447,ALD 403,0.85545945
ALT 515,2112166,SOS 534,ALT 515,0.7836227
ALT 515,2114477,MET 421,ALT 515,0.7829896
AML 484,1243081,SPE 484,AML 484,1.0000002000000001
AML 484,1239023,HCI 484,AML 484,1.0000002000000001
AML 591,1375066,MUD 591,AML 591,1.0000002000000001
AML 591,1382094,MET 591,AML 591,1.0000002000000001
AML 790,1548731,ENG 790,AML 790,0.99999976
AML 790,1550335,ATE 590,AML 790,0.99999976
AMT 570,790089,ATC 333,AMT 570,0.82260233
AMT 570,789327,HSE 423,AMT 570,0.8162615
APM 533,2254402,APM 534,APM 533,0.98747456
APM 533,2262675,SOC 510,APM 533,0.86755055
APM 541,2301145,CSE 569,APM 541,0.8474849
APM 541,2305097,IEE 640,APM 541,0.8406184000000001
APM 700,102476,DAH 500,APM 700,0.9999998999999999
APM 700,108401,TSS 600,APM 700,0.99999976
ARA 396,1770681,ARA 560,ARA 396,0.90734756
ARA 396,1783039,ART 482,ARA 396,0.9022145
ARA 598,1974239,ARP 598,ARA 598,1.0000001
ARA 598,1967202,SPF 598,ARA 598,1.0000001
ARE 692,1515442,SDO 592,ARE 692,0.99999994
ARE 692,1515405,HHE 592,ARE 692,0.99999994
ART 201,1193148,ART 202,ART 201,0.99999976
ART 201,1193152,ART 207,ART 201,0.9553575000000001
ART 437,1253365,ART 441,ART 437,0.81118953
ART 437,1253370,ART 449,ART 437,0.7222244999999999
ART 472,1270214,ART 553,ART 472,0.7897526999999999
ART 472,1270237,ART 559,ART 472,0.7602654999999999
ART 482,1275240,ART 542,ART 482,0.87771344
ART 482,1275241,ART 543,ART 482,0.85943186
ART 501,1280203,ART 542,ART 501,0.86703795
ART 501,1280202,ART 539,ART 501,0.8647109000000001
ASB 191,1379038,MCE 191,ASB 191,1.0000002000000001
ASB 191,1375441,PUP 191,ASB 191,1.0000002000000001
ASB 572,2077204,ASB 573,ASB 572,0.84846044
ASB 572,2079060,PUP 444,ASB 572,0.8184694
ASB 590,2119699,IBC 690,ASB 590,0.99999976
ASB 590,2120860,EDP 690,ASB 590,0.99999976
ASB 594,2147797,STP 594,ASB 594,0.9999998999999999
ASB 594,2147242,SCM 594,ASB 594,0.9999998999999999
ASM 342,1294358,BIO 327,ASM 342,0.9999995999999999
ASM 342,1294403,BIO 432,ASM 342,0.91286033
ASM 500,1437499,MSE 600,ASM 500,0.99999976
ASM 500,1440589,MUP 700,ASM 500,0.99999976
AST 114 (LAB),2050001,GPH 213,AST 114 (LAB),0.8505027000000001
AST 114 (LAB),2050003,GPH 215 (LAB),AST 114 (LAB),0.82121646
AST 792,3930,PLB 792,AST 792,1.0000001
AST 792,6100,HON 792,AST 792,1.0000001
ASU 101-NH,2278419,ASU 101-NU,ASU 101-NH,1.0000001
ASU 101-NH,2278421,ASU 101-TE,ASU 101-NH,1.0000001
ASU 340-TB,424482,ASU 340-TE,ASU 340-TB,0.99999994
ASU 340-TB,424491,ASU 440-HDA,ASU 340-TB,0.99999994
ATE 498,39873,ART 498,ATE 498,1.0000001
ATE 498,39228,STS 498,ATE 498,1.0
BIO 386,1519090,HPS 495,BIO 386,0.7098608000000001
BIO 386,1517962,BIO 495,BIO 386,0.7098608000000001
BIO 490,1590217,ART 498,BIO 490,0.80533326
BIO 490,1588688,PSY 498,BIO 490,0.80533314
BIO 568,1780631,PSY 568,BIO 568,0.9999995
BIO 568,1780539,PSY 325,BIO 568,0.8264519
BLE 220,860252,SPE 575,BLE 220,0.843058
BLE 220,856110,BLE 527,BLE 220,0.8394780999999999
BLE 591,1185404,MET 591,BLE 591,1.0000002000000001
BLE 591,1177673,CED 791,BLE 591,1.0000002000000001
BME 202,1956366,BIO 467,BME 202,0.8552848
BME 202,1951307,HSE 223,BME 202,0.85427797
BMI 404,934199,BMI 610,BMI 404,0.98613
BMI 404,935002,SHS 538,BMI 404,0.886917
BMI 410,944349,BMI 603,BMI 410,0.8897386
BMI 410,950659,CIS 355,BMI 410,0.8620767
BMI 493,1015795,PTX 493,BMI 493,0.9999998999999999
BMI 493,1020360,EDS 493,BMI 493,0.9999998999999999
BMI 560,1167472,BMI 570,BMI 560,0.81288356
BMI 560,1174508,BIO 293,BMI 560,0.79981345
BMY 500,1809309,DAH 500,BMY 500,0.9999998999999999
BMY 500,1810935,ALD 500,BMY 500,0.99999976
BUA 383,2169653,COM 451,BUA 383,0.7910550999999999
BUA 383,2172515,CIS 506,BUA 383,0.7789371
CAP 342,865079,CDE 244,CAP 342,0.8120755999999999
CAP 342,864479,CAP 420,CAP 342,0.7798929
CED 591,1591271,CED 791,CED 591,1.0000002000000001
CED 591,1599002,MET 591,CED 591,1.0000002000000001
CED 592,1605928,ARS 592,CED 592,0.99999994
CED 592,1603575,UET 592,CED 592,0.99999994
CEE 540,312137,CEE 541,CEE 540,0.89434683
CEE 540,315491,GLG 470,CEE 540,0.88945174
CEE 570,572955,BME 302,CEE 570,0.8466674999999999
CEE 570,572978,BME 401,CEE 570,0.8413065999999999
CEE 573,607931,CON 486,CEE 573,0.76688826
CEE 573,604989,AMT 523,CEE 573,0.75693345
CEE 593,697709,MET 593,CEE 593,1.0
CEE 593,690681,MUD 593,CEE 593,1.0
CEE 792,773852,GLG 792,CEE 792,1.0000001
CEE 792,778912,SCM 792,CEE 792,1.0000001
CHE 298,657588,SST 298,CHE 298,1.0
CHE 298,658419,MUS 298,CHE 298,1.0
CHI 343,2045485,REL 343,CHI 343,0.99999976
CHI 343,2045487,REL 345,CHI 343,0.8875815999999999
CHM 235,581867,CHM 349,CHM 235,0.9420413000000001
CHM 235,581876,CHM 452,CHM 235,0.9258156999999999
CIS 599,1432124,MET 599,CIS 599,1.0
CIS 599,1431990,BUS 599,CIS 599,1.0
CNE 394,329182,DAH 294,CNE 394,1.0
CNE 394,332697,FRE 194,CNE 394,1.0
CNE 421,358215,CON 424,CNE 421,0.89800215
CNE 421,357415,ATE 563,CNE 421,0.8652576
CNE 496,445926,CON 496,CNE 496,1.0000001
CNE 496,447229,HCR 578,CNE 496,0.8238535
COE 595,314723,SES 595,COE 595,0.9999998999999999
COE 595,316837,PLB 595,COE 595,0.9999998999999999
COM 281,45299,ART 621,COM 281,0.79452026
COM 281,42749,UET 191,COM 281,0.79198176
COM 341,148682,OMT 549,COM 341,0.8163384
COM 341,152047,ARS 480,COM 341,0.8098396999999999
COM 442,322673,WST 490,COM 442,0.7810436
COM 442,323283,SOC 410,COM 442,0.774842
CPI 494,657160,FRE 294,CPI 494,1.0
CPI 494,658566,FMP 394,CPI 494,1.0
CRD 500,524559,CIS 700,CRD 500,0.99999976
CRD 500,524467,MCB 500,CRD 500,0.99999976
CRD 502,530333,CSM 402,CRD 502,0.87794936
CRD 502,528334,CRD 620,CRD 502,0.8408873
CRD 640,602081,ESS 502,CRD 640,0.8083812
CRD 640,600075,CRD 650,CRD 640,0.80153537
CRJ 321,1552091,CRJ 602,CRJ 321,0.7630307
CRJ 321,1552030,CRJ 443,CRJ 321,0.7555108
CRJ 405,1570661,CRJ 422,CRJ 405,0.8342528
CRJ 405,1570672,CRJ 462,CRJ 405,0.8330898000000001
CRJ 558,1804550,POS 664,CRJ 558,0.6774529
CRJ 558,1804466,POS 365,CRJ 558,0.6672812
CSE 555,1664763,ACO 102,CSE 555,0.86582243
CSE 555,1664762,ACO 101,CSE 555,0.8569995
CSE 577,1802946,EEE 589,CSE 577,0.85215855
CSE 577,1801298,MSE 100,CSE 577,0.84886765
CSE 790,1928511,GRA 690,CSE 790,0.99999976
CSE 790,1928720,SER 790,CSE 790,0.99999976
DAH 591,134907,MET 591,DAH 591,1.0000002000000001
DAH 591,130410,SPE 591,DAH 591,1.0000001
DAH 598,155970,OMT 598,DAH 598,1.0000001
DAH 598,155613,PUB 598,DAH 598,1.0000001
DAN 394,306240,ART 494,DAN 394,1.0
DAN 394,305542,FMP 394,DAN 394,1.0
DBA 708,398686,ECN 413,DBA 708,0.84815365
DBA 708,399231,ACC 354,DBA 708,0.84325874
DCE 693,858775,MUD 593,DCE 693,1.0
DCE 693,865803,MET 593,DCE 693,1.0
DCI 194,497845,RUS 194,DCI 194,1.0
DCI 194,499252,FRE 194,DCI 194,1.0
DCI 792,806533,SOS 792,DCI 792,1.0000001
DCI 792,801588,BCH 792,DCI 792,1.0000001
DNP 618,2275044,DNP 635,DNP 618,0.90637565
DNP 618,2275062,DNP 655,DNP 618,0.8916231
DNP 626,2312241,SWG 661,DNP 626,0.88579285
DNP 626,2311413,ALD 420,DNP 626,0.8780507
DSC 499,1764122,TMC 499,DSC 499,0.99999994
DSC 499,1770940,ARE 499,DSC 499,0.99999994
ECD 315,829627,SED 322,ECD 315,0.94710565
ECD 315,829835,SPE 322,ECD 315,0.90698826
ECN 382,1978458,ECN 502,ECN 382,0.88170886
ECN 382,1978438,ECN 414,ECN 382,0.8614013
ECN 598,30327,SED 598,ECN 598,1.0000001
ECN 598,29230,ARB 598,ECN 598,1.0000001
EDA 583,1466886,BIO 683,EDA 583,1.0
EDA 583,1469438,TSS 683,EDA 583,1.0
EDA 704,1598364,MGT 502,EDA 704,0.8804056999999998
EDA 704,1598339,MGT 320,EDA 704,0.8761460999999999
EDA 795,1643336,SED 795,EDA 795,0.9999998999999999
EDA 795,1647556,CDE 795,EDA 795,0.9999998999999999
EDP 311,1048004,EDP 510,EDP 311,1.0
EDP 311,1051918,RDG 323,EDP 311,0.887668
EDS 302,2151374,EDS 401,EDS 302,0.9133663000000001
EDS 302,2151375,EDS 402,EDS 302,0.8883169
EDS 484,2175009,PSY 784,EDS 484,1.0000002000000001
EDS 484,2174062,HCD 584,EDS 484,1.0000002000000001
EDS 493,2186894,JPN 493,EDS 493,0.9999998999999999
EDS 493,2182853,NTR 493,EDS 493,0.9999998999999999
EEE 335,2192255,EEE 552,EEE 335,0.90168375
EEE 335,2192228,EEE 523,EEE 335,0.88530976
EEE 700,77197,TGM 500,EEE 700,0.99999976
EEE 700,77634,THP 700,EEE 700,0.99999976
EET 508,595490,IEE 474,EET 508,0.8592626
EET 508,595475,IEE 376,EET 508,0.8490786
EGR 325,1939841,ERM 535,EGR 325,0.8991796000000001
EGR 325,1939840,ERM 533,EGR 325,0.8788811
EGR 608,372072,MAT 429,EGR 608,0.8365958
EGR 608,374892,CSE 561,EGR 608,0.8190397
ENE 692,321842,PUP 692,ENE 692,0.99999994
ENE 692,325472,RDG 692,ENE 692,0.99999994
ENG 301,1036310,ENG 475,ENG 301,0.8789689
ENG 301,1036253,ENG 411,ENG 301,0.84027296
ENG 400,1685986,ENG 656,ENG 400,0.7919351
ENG 400,1685892,ENG 478,ENG 400,0.78594226
ENG 584,606313,SPE 784,ENG 584,1.0000002000000001
ENG 584,610239,MCE 584,ENG 584,1.0000002000000001
EPA 795,1418796,TEL 795,EPA 795,0.998109
EPA 795,1424491,PPE 593,EPA 795,0.998109
EPD 590,902345,HST 690,EPD 590,0.99999976
EPD 590,909368,SEM 790,EPD 590,0.99999976
EST 115,1313965,CEN 501,EST 115,0.80973583
EST 115,1314351,MET 351,EST 115,0.7888755999999999
EST 345,1399046,TGM 507,EST 345,0.86310613
EST 345,1393632,TMC 470,EST 345,0.8481509
ETH 473,2108375,WST 473,ETH 473,0.9999995
ETH 473,2108376,WST 475,ETH 473,0.872218
ETH 498,2131356,ART 498,ETH 498,1.0000001
ETH 498,2127926,PUP 498,ETH 498,1.0
EVE 452,1123833,GLG 470,EVE 452,0.901194
EVE 452,1125278,ERM 201,EVE 452,0.8738901
EXW 400,1710432,CRD 530,EXW 400,0.86027086
EXW 400,1709903,SPE 566,EXW 400,0.85983986
EXW 412,1401846,KIN 446,EXW 412,1.0000004999999998
EXW 412,1408348,ALD 520,EXW 412,0.86973023
FAS 505,1809595,SOC 505,FAS 505,0.9999998999999999
FAS 505,1801079,FAS 507,FAS 505,0.95452565
FAS 780,2181144,AFR 680,FAS 780,0.99999976
FAS 780,2183450,MKT 580,FAS 780,0.99999976
FIN 591,1858188,MET 591,FIN 591,1.0000002000000001
FIN 591,1850457,CED 791,FIN 591,1.0000002000000001
FMP 194,510170,ART 494,FMP 194,1.0
FMP 194,509472,FMP 394,FMP 194,1.0
FMS 512,729963,FMP 361,FMS 512,0.8536889000000001
FMS 512,729973,FMP 418,FMS 512,0.83337367
FOR 426 (LAB),559635,LSC 426 (LAB),FOR 426 (LAB),0.99999994
FOR 426 (LAB),559633,LSC 425,FOR 426 (LAB),0.87462544
FOR 456,585050,ENG 456,FOR 456,0.9999998999999999
FOR 456,585015,ENG 414,FOR 456,0.8736285
FRE 110,2205286,FRE 210,FRE 110,0.9265684999999999
FRE 110,2205629,GAP 30,FRE 110,0.8390169
FSE 301,494203,MKT 302,FSE 301,0.8912178
FSE 301,494012,CIS 236,FSE 301,0.88602626
GAP 34,817783,GAP 35,GAP 34,0.9924648000000001
GAP 34,817787,GAP 42,GAP 34,0.9513209999999999
GCU 356,905979,ASB 356,GCU 356,0.9999998999999999
GCU 356,909480,POS 354,GCU 356,0.9999998999999999
GIS 531,181356,IFT 200,GIS 531,0.897279
GIS 531,183497,CSE 573,GIS 531,0.88609034
GIS 605,410478,NUR 459,GIS 605,0.75721204
GIS 605,410206,CON 467,GIS 605,0.75335896
GIT 335,1575376,IEE 505,GIT 335,0.8080785
GIT 335,1573218,GLG 410,GIT 335,0.7788093
GIT 598,2074031,AVC 598,GIT 598,1.0000001
GIT 598,2074248,MUS 598,GIT 598,1.0000001
GLG 599,2187820,MET 599,GLG 599,1.0
GLG 599,2183235,PUB 599,GLG 599,1.0
GPH 792,475323,ELS 792,GPH 792,1.0000001
GPH 792,472824,BIO 792,GPH 792,1.0000001
GRK 223,1460761,GRK 444,GRK 223,0.8201487
GRK 223,1460757,GRK 347,GRK 223,0.71299726
GRK 346,1462597,GRK 347,GRK 346,0.90812474
GRK 346,1462601,GRK 444,GRK 346,0.77417755
GRK 499,1466193,MET 499,GRK 499,0.99999994
GRK 499,1465937,MUP 499,GRK 499,0.99999994
HCI 540,1490519,IBC 614,HCI 540,0.88452125
HCI 540,1490994,DNP 714,HCI 540,0.8800416
HCI 545,1526923,MKT 530,HCI 545,0.82663184
HCI 545,1529547,MCO 555,HCI 545,0.8063088
HCI 561,1564935,HCI 570,HCI 561,0.906624
HCI 561,1570360,HCD 302,HCI 561,0.8812002
HCR 564,1803108,HCR 566,HCR 564,0.90412235
HCR 564,1804992,MSE 490,HCR 564,0.8357171
HEB 494,387711,RUS 294,HEB 494,1.0
HEB 494,387706,RUS 194,HEB 494,1.0
HHE 510,1516555,HHE 540,HHE 510,0.86096585
HHE 510,1516556,HHE 566,HHE 510,0.8166220000000001
HPS 313,2084506,HPS 314,HPS 313,0.87268066
HPS 313,2086290,SGS 305,HPS 313,0.76997465
HPS 493,2111282,FMP 493,HPS 493,0.9999998999999999
HPS 493,2111965,ART 493,HPS 493,0.9999998999999999
HSE 593,1682843,MUD 593,HSE 593,1.0
HSE 593,1689871,MET 593,HSE 593,1.0
HST 382,1447364,IGD 601,HST 382,0.8544396999999999
HST 382,1453228,SOC 334,HST 382,0.8501631
HST 423,1804764,HST 424,HST 423,0.9617595999999999
HST 423,1808494,ENG 325,HST 423,0.84147686
HUD 464,1489321,PUP 433,HUD 464,0.8357059000000001
HUD 464,1486758,REA 441,HUD 464,0.8288709000000001
IAS 305,2047468,HDA 311,IAS 305,0.8138683000000001
IAS 305,2046423,MAS 513,IAS 305,0.7950141
IDN 101,2258336,IDN 102,IDN 101,1.0000002000000001
IDN 101,2263848,BCS 101,IDN 101,0.80804443
IED 493,1656829,IAP 493,IED 493,0.9999998999999999
IED 493,1657292,APH 493,IED 493,0.9999998999999999
IEE 592,1118413,ART 592,IEE 592,0.99999994
IEE 592,1116583,POS 592,IEE 592,0.99999994
IFT 401,1557482,SER 401,IFT 401,1.0
IFT 401,1555044,IFT 402,IFT 401,0.9913853000000001
IND 494,568502,FRE 194,IND 494,1.0
IND 494,564990,DAH 494,IND 494,1.0
IND 598,700523,ATE 598,IND 598,1.0000001
IND 598,702021,ARB 598,IND 598,1.0000001
ISS 504,1287903,SOC 486,ISS 504,0.8684405000000001
ISS 504,1286350,EDP 503,ISS 504,0.8247770000000001
ISS 584,1369588,SDO 584,ISS 584,1.0
ISS 584,1368164,TGM 584,ISS 584,1.0
JMC 476,1275625,MCO 517,JMC 476,0.93618494
JMC 476,1273925,OGL 355,JMC 476,0.89030164
JST 194,1141974,RUS 194,JST 194,1.0
JST 194,1144791,FMP 394,JST 194,1.0
JUS 420,1161542,SOC 425,JUS 420,1.0000002000000001
JUS 420,1160924,WST 485,JUS 420,0.845347
JUS 424,1192530,TGM 510,JUS 424,0.76010334
JUS 424,1186949,ISS 522,JUS 424,0.7544003
JUS 498,1509687,ART 498,JUS 498,1.0000001
JUS 498,1508529,HPS 498,JUS 498,1.0
JUS 500,1523801,DAH 500,JUS 500,0.9999998999999999
JUS 500,1524732,ECD 700,JUS 500,0.99999976
JUS 580,1633567,FSE 580,JUS 580,0.99999976
JUS 580,1629641,ENG 780,JUS 580,0.99999976
JUS 595,1704250,MSE 795,JUS 595,0.9999998999999999
JUS 595,1702232,HED 695,JUS 595,0.9999998999999999
KIN 418,1249448,KIN 545,KIN 418,0.8368525
KIN 418,1249438,KIN 515,KIN 418,0.81442034
KIN 515,1496751,BME 316,KIN 515,0.81511253
KIN 515,1504290,PPE 565,KIN 515,0.81031615
KIN 530,1547114,NTR 457,KIN 530,0.79727805
KIN 530,1549010,PPE 320,KIN 530,0.77186793
KIN 545,1607676,KIN 550 (LAB),KIN 545,0.91128147
KIN 545,1615747,BIO 160,KIN 545,0.8923365
KOR 394,807900,ART 494,KOR 394,1.0
KOR 394,807202,FMP 394,KOR 394,1.0
LAW 675,1672839,SLB 512,LAW 675,1.0000004
LAW 675,1672840,SLB 513,LAW 675,0.86650944
LAW 705,1739464,MCO 403,LAW 705,0.79303384
LAW 705,1736424,TWC 451,LAW 705,0.7455534
LIA 497,1130998,FSE 497,LIA 497,1.0
LIA 497,1126469,NLM 497,LIA 497,1.0
LIN 595,733868,BME 795,LIN 595,0.9999998999999999
LIN 595,733443,EED 795,LIN 595,0.9999998999999999
LST 484,946165,MAT 484,LST 484,1.0000002000000001
LST 484,951291,CON 484,LST 484,1.0000002000000001
LTC 494,1097992,ART 494,LTC 494,1.0
LTC 494,1097798,ARS 394,LTC 494,0.9999998999999999
MAE 202,2279237,CNE 212,MAE 202,0.9548835999999999
MAE 202,2278509,CEE 212,MAE 202,0.9548835999999999
MAE 526,496534,AEE 325,MAE 526,0.91872764
MAE 526,496369,AET 215,MAE 526,0.8648440999999999
MAS 573,1978301,AME 530,MAS 573,0.8373383
MAS 573,1988191,ARE 546,MAS 573,0.8339953000000001
MAT 343,327279,PSY 532,MAT 343,0.9014235999999999
MAT 343,319472,PHY 201,MAT 343,0.8874736999999999
MAT 411,450465,PHI 557,MAT 411,0.92075205
MAT 411,448070,PHY 101,MAT 411,0.85421264
MAT 445,645007,MAT 547,MAT 445,0.8245790999999999
MAT 445,645011,MAT 572,MAT 445,0.80326104
MAT 476,786572,PHY 201,MAT 476,0.8686396999999999
MAT 476,786577,PHY 302,MAT 476,0.86550653
MCO 525,1048101,MCO 551,MCO 525,0.81741077
MCO 525,1048111,MCO 564,MCO 525,0.8110444
MCO 533,1053004,MCO 570,MCO 533,0.8981041
MCO 533,1052982,MCO 534,MCO 533,0.8193693999999999
MCO 550,1061730,MCO 551,MCO 550,0.8825042
MCO 550,1061732,MCO 553,MCO 550,0.8621325999999999
MCO 564,1072312,MCO 565,MCO 564,0.89811367
MCO 564,1072313,MCO 566,MCO 564,0.8207253000000001
MCO 566,1074353,ART 116,MCO 566,0.79890776
MCO 566,1074915,MUP 539,MCO 566,0.7945378000000001
MDC 394,38541,FMP 394,MDC 394,1.0
MDC 394,37131,FRE 194,MDC 394,1.0
MEE 446,1309663,MET 331,MEE 446,0.8860687
MEE 446,1305527,ALT 410,MEE 446,0.8529787
MET 438,1529265,MET 444,MET 438,0.69844544
MET 438,1529262,MET 440,MET 438,0.6359347
MET 504,1529642,MET 518,MET 504,0.7433759
MET 504,1529640,MET 514,MET 504,0.6222744
MGT 493,139791,STS 493,MGT 493,0.9999998999999999
MGT 493,139821,MTC 493,MGT 493,0.9999998999999999
MHL 680,1558215,PSY 580,MHL 680,0.99999976
MHL 680,1558229,PSY 680,MHL 680,0.99999976
MHL 690,1583851,ALD 590,MHL 690,0.99999976
MHL 690,1586812,EEE 590,MHL 690,0.99999976
MIC 792,473493,MAE 792,MIC 792,1.0000001
MIC 792,477245,GCU 792,MIC 792,1.0000001
MKT 425,1987300,TGM 554,MKT 425,0.9219184000000001
MKT 425,1987297,TGM 551,MKT 425,0.91206354
MSE 489,583360,MSE 490,MSE 489,0.9111836
MSE 489,584013,OGL 320,MSE 489,0.8057714
MSE 498,602712,ART 498,MSE 498,1.0000001
MSE 498,603276,BUS 498,MSE 498,1.0
MSE 595,717100,POR 595,MSE 595,0.9999998999999999
MSE 595,719148,NEU 795,MSE 595,0.9999998999999999
MSE 784,744526,TGM 484,MSE 784,1.0000002000000001
MSE 784,745186,MCO 584,MSE 784,1.0000002000000001
MSE 792,751299,STP 792,MSE 792,1.0000001
MSE 792,750560,PSY 792,MSE 792,1.0000001
MUE 484,1142407,ENG 784,MUE 484,1.0000002000000001
MUE 484,1140404,IFT 584,MUE 484,1.0000002000000001
