Y,X,Y,S
CRJ 555,CRJ 455,CRJ 555,1.0
CRJ 555,CRJ 558,CRJ 555,0.79311126
CSE 438,CSE 522,CSE 438,0.9502809000000001
CSE 438,SER 334,CSE 438,0.8961087
CSE 469,CSE 536,CSE 469,0.82092834
CSE 469,ACO 423,CSE 469,0.76120245
DBA 714,TGM 353,DBA 714,0.8737898999999999
DBA 714,MGT 302,DBA 714,0.8643344000000001
DCE 221,DCE 235,DCE 221,0.89542615
DCE 221,DCE 535,DCE 221,0.8810256
DCE 231,DCE 531,DCE 231,0.8494526
DCE 231,BMY 501,DCE 231,0.8207860999999999
DCE 493,TCL 493,DCE 493,0.9999998999999999
DCE 493,BMI 493,DCE 493,0.9999998999999999
DCE 657,SST 510,DCE 657,0.92052925
DCE 657,SOC 685,DCE 657,0.91862285
DNP 607,DNP 620,DNP 607,1.0000002000000001
DNP 607,DNP 647,DNP 607,0.9184048
DNP 624,DNP 628,DNP 624,0.9240804
DNP 624,HCD 320,DNP 624,0.8597796999999998
DNP 633,SPE 586,DNP 633,0.8669624
DNP 633,SWU 442,DNP 633,0.8667822000000001
DSC 494,FRE 194,DSC 494,1.0
DSC 494,ART 494,DSC 494,1.0
ECS 310,ECD 211,ECS 310,0.9074769
ECS 310,CDE 570,ECS 310,0.8624236999999999
EDP 541,LSE 570,EDP 541,0.8771975000000001
EDP 541,EDT 704,EDP 541,0.86870635
EDS 200,THP 330,EDS 200,0.96504736
EDS 200,THP 527,EDS 200,0.9063164
EEE 443,EEE 543,EEE 443,0.8873201
EEE 443,EEE 544,EEE 443,0.8806386
EEE 783,LSE 783,EEE 783,1.0
EEE 783,MTC 683,EEE 783,1.0
EGR 313,EGR 314,EGR 313,0.93181646
EGR 313,EGR 317,EGR 313,0.93166494
EGR 315,EGR 316,EGR 315,0.92779875
EGR 315,EGR 317,EGR 315,0.92658854
EGR 602,JUS 301,EGR 602,0.901483
EGR 602,PUP 462,EGR 602,0.89618474
ELS 591,MET 591,ELS 591,1.0000002000000001
ELS 591,MUP 791,ELS 591,1.0000001
ELS 790,MUP 690,ELS 790,0.99999976
ELS 790,HHE 590,ELS 790,0.99999976
EMS 595,WST 795,EMS 595,0.9999998999999999
EMS 595,AST 595,EMS 595,0.9999998999999999
ENG 453,ENG 479,ENG 453,0.78068066
ENG 453,ENG 563,ENG 453,0.7725166
ENG 466,FMS 380,ENG 466,0.733967
ENG 466,FMS 461,ENG 466,0.72505987
ENG 519,HPS 520,ENG 519,0.81436014
ENG 519,SOS 578,ENG 519,0.8095591999999999
ENG 665,FMS 209,ENG 665,0.8541191999999999
ENG 665,FMP 261,ENG 665,0.84046173
ENG 680,PSY 580,ENG 680,0.99999976
ENG 680,CRD 580,ENG 680,0.99999976
ENT 290,TEM 400,ENT 290,0.92024744
ENT 290,TEM 481,ENT 290,0.8848884
EPA 583,EDA 783,EPA 583,1.0
EPA 583,ALD 583,EPA 583,1.0
EPA 595,COM 795,EPA 595,0.9999998999999999
EPA 595,QBA 795,EPA 595,0.9999998999999999
EPA 799,ACC 799,EPA 799,1.0
EPA 799,BLE 799,EPA 799,1.0
EPD 710,ARS 480,EPD 710,0.85517645
EPD 710,THP 551,EPD 710,0.8547279000000001
EPD 791,MUD 591,EPD 791,1.0000002000000001
EPD 791,MET 591,EPD 791,1.0000002000000001
ESS 577,HPS 520,ESS 577,0.75437546
ESS 577,MCE 790,ESS 577,0.7288041999999999
EST 492,ECD 492,EST 492,1.0000002000000001
EST 492,POR 492,EST 492,1.0000002000000001
EST 580,ECD 580,EST 580,0.99999976
EST 580,WST 580,EST 580,0.99999976
EVO 700,DAH 500,EVO 700,0.9999998999999999
EVO 700,PSY 600,EVO 700,0.99999976
EXW 446,NUR 476,EXW 446,0.8487648000000001
EXW 446,DNP 642,EXW 446,0.840829
EXW 500,DAH 500,EXW 500,0.9999998999999999
EXW 500,ASM 700,EXW 500,0.99999976
FAS 436,ALD 404,FAS 436,1.0
FAS 436,CDE 610,FAS 436,0.82903844
FAS 599,MET 599,FAS 599,1.0
FAS 599,GLG 599,FAS 599,1.0
FMP 404,SLC 475,FMP 404,0.7446114
FMP 404,SLC 455,FMP 404,0.73053515
FMP 481,ART 530,FMP 481,0.7518555
FMP 481,THP 201 (LAB),FMP 481,0.7319119000000001
FMS 191,PUP 191,FMS 191,1.0000002000000001
FMS 191,ECD 191,FMS 191,1.0000002000000001
FMS 309,FMS 409,FMS 309,0.97205424
FMS 309,FMP 361,FMS 309,0.8943323000000001
FMS 440,SLC 440,FMS 440,0.7673363000000001
FMS 440,FMS 461,FMS 440,0.7673363000000001
FMS 441,SLC 455,FMS 441,0.8615197
FMS 441,FMS 527,FMS 441,0.80853677
FMS 598,HCR 598,FMS 598,1.0000001
FMS 598,LTC 598,FMS 598,1.0000001
FRE 210,JPN 210,FRE 210,0.8194463
FRE 210,JPN 110,FRE 210,0.8117653
FRE 312,GPE 91,FRE 312,0.8049309
FRE 312,JPN 311,FRE 312,0.76440203
FRE 461,SLC 222,FRE 461,0.69919884
FRE 461,SLC 221,FRE 461,0.6775297
FRE 590,LDE 690,FRE 590,0.99999976
FRE 590,TSS 790,FRE 590,0.99999976
FSE 690,POS 590,FSE 690,0.99999976
FSE 690,SLC 690,FSE 690,0.99999976
FSH 204,HDA 225,FSH 204,0.79922336
FSH 204,FSH 435,FSH 204,0.77097106
FSH 435,HDA 225,FSH 435,0.86719364
FSH 435,MKT 280,FSH 435,0.85545266
GAP 36,GAP 37,GAP 36,0.99006736
GAP 36,GAP 80,GAP 36,0.8854638000000001
GCU 414,SLC 479,GCU 414,0.7928699
GCU 414,RDG 572,GCU 414,0.77522385
GCU 433,POS 358,GCU 433,0.8180841
GCU 433,ASB 325,GCU 433,0.8177793999999999
GIS 351,EEE 508,GIS 351,0.8040512
GIS 351,COM 429,GIS 351,0.7992765000000001
GIS 499,LAT 499,GIS 499,0.99999994
GIS 499,THE 499,GIS 499,0.99999994
GIT 303,GIT 450,GIT 303,0.89249295
GIT 303,IAP 468,GIT 303,0.8781073
GLG 102,GLG 110,GLG 102,0.8952396999999999
GLG 102,GLG 111,GLG 102,0.8584231
GLG 111,GPH 111,GLG 111,0.8131944000000001
GLG 111,GLG 301,GLG 111,0.8039311
GPE 95,GPE 96,GPE 95,0.91669875
GPE 95,GPE 97,GPE 95,0.91469705
GRA 223,THP 272,GRA 223,0.85453534
GRA 223,PPE 215,GRA 223,0.7996088000000001
HCD 483,MGT 792,HCD 483,0.95082474
HCD 483,HON 792,HCD 483,0.95082474
HCD 540,HHE 540,HCD 540,0.88637245
HCD 540,HHE 510,HCD 540,0.8356254999999999
HCI 150,HHE 510,HCI 150,0.8521334
HCI 150,HCD 502,HCI 150,0.82014453
HCI 421,HCR 221,HCI 421,0.8843219000000001
HCI 421,DNP 716,HCI 421,0.86847854
HCR 301,PUP 710,HCR 301,0.9021181
HCR 301,IEE 431,HCR 301,0.9002728999999999
HCR 360,HCD 405,HCR 360,0.8323169
HCR 360,CIS 540,HCR 360,0.82265353
HDA 194,DAH 194,HDA 194,1.0
HDA 194,FRE 194,HDA 194,1.0
HEB 411,SOC 375,HEB 411,0.8525079
HEB 411,SLC 347,HEB 411,0.801643
HEB 598,CIS 598,HEB 598,1.0000001
HEB 598,MSE 598,HEB 598,1.0000001
HED 605,HED 606,HED 605,0.8841882999999999
HED 605,PUP 462,HED 605,0.87997234
HED 644,OGL 260,HED 644,0.7714561
HED 644,TGM 300,HED 644,0.7695269
HON 493,THP 493,HON 493,0.9999998999999999
HON 493,SGS 493,HON 493,0.9999998999999999
HPS 311,HPS 332,HPS 311,0.8206866
HPS 311,HPS 322,HPS 311,0.7675388000000001
HSD 592,MIC 592,HSD 592,0.99999994
HSD 592,JPN 592,HSD 592,0.99999994
HSE 520,HSE 540,HSE 520,0.9064243000000001
HSE 520,LSE 542,HSE 520,0.8798771000000001
HST 111,REL 111,HST 111,0.9999998
HST 111,HST 245,HST 111,0.8264959999999999
HST 316,HST 413,HST 316,0.84852886
HST 316,HST 444,HST 316,0.83417577
HST 593,MET 593,HST 593,1.0
HST 593,MUD 593,HST 593,1.0
HST 643,JST 490,HST 643,0.88382053
HST 643,JST 302,HST 643,0.8827559000000001
HUL 598,HHE 598,HUL 598,0.98490024
HUL 598,ARE 598,HUL 598,0.98490024
HUM 595,TWC 595,HUM 595,0.9999998999999999
HUM 595,ARP 595,HUM 595,0.9999998999999999
IAP 434,MUP 370,IAP 434,0.8525934000000001
IAP 434,FMS 512,IAP 434,0.8435458
IBC 430,IBC 604,IBC 430,0.9225911
IBC 430,DNP 706,IBC 430,0.8915175
IBC 614,HCD 340,IBC 614,0.88961685
IBC 614,HCD 502,IBC 614,0.884776
IED 784,AML 784,IED 784,1.0000002000000001
IED 784,ACO 484,IED 784,1.0000002000000001
IEE 593,MET 593,IEE 593,1.0
IEE 593,MLS 593,IEE 593,0.9999998999999999
IFT 298,COM 298,IFT 298,1.0
IFT 298,OGL 298,IFT 298,1.0
IFT 481,CSE 365,IFT 481,0.891983
IFT 481,CSE 566,IFT 481,0.8827734
IFT 492,ASB 492,IFT 492,1.0000002000000001
IFT 492,PSY 492,IFT 492,1.0000002000000001
IFT 510,CEN 502,IFT 510,0.8917885
IFT 510,IEE 305,IFT 510,0.8618665999999999
INT 515,INT 516,INT 515,0.918114
INT 515,LTC 344,INT 515,0.8065348000000001
INT 590,HPS 590,INT 590,0.99999976
INT 590,MKT 590,INT 590,0.99999976
ISS 302,ASB 455,ISS 302,0.87605464
ISS 302,ISS 502,ISS 302,0.85046256
ISS 482,ISS 522,ISS 482,0.8741761999999998
ISS 482,SGS 111,ISS 482,0.8139137
ISS 484,FMS 484,ISS 484,1.0000002000000001
ISS 484,MCB 784,ISS 484,1.0000002000000001
ISS 505,PSY 517,ISS 505,0.8887023999999999
ISS 505,COM 609,ISS 505,0.883332
ISS 593,MUD 593,ISS 593,1.0
ISS 593,MET 593,ISS 593,1.0
ITA 194,FRE 194,ITA 194,1.0
ITA 194,FMP 394,ITA 194,1.0
ITA 449,ARS 422,ITA 449,0.8219254999999999
ITA 449,RUS 423,ITA 449,0.77133334
ITA 499,TMC 499,ITA 499,0.99999994
ITA 499,GPH 499,ITA 499,0.99999994
JMC 313,MCO 505,JMC 313,0.8516158000000001
JMC 313,JMC 470,JMC 313,0.84570444
JPN 394,CDE 294,JPN 394,0.9999998999999999
JPN 394,RDG 294,JPN 394,0.9999998999999999
JST 347,SLC 347,JST 347,0.99999976
JST 347,HEB 347,JST 347,0.99999976
JUS 421,AFR 420,JUS 421,0.9999998999999999
JUS 421,POS 359,JUS 421,0.8412364999999999
JUS 791,CED 791,JUS 791,1.0000002000000001
JUS 791,MET 591,JUS 791,1.0000002000000001
JUS 799,ARS 799,JUS 799,1.0
JUS 799,CRJ 799,JUS 799,1.0
LAP 484,PUP 484,LAP 484,1.0000002000000001
LAP 484,FMP 484,LAP 484,1.0000002000000001
LAT 191,GCU 191,LAT 191,1.0000002000000001
LAT 191,EDS 191,LAT 191,1.0000002000000001
LAW 603,LAW 613,LAW 603,0.7725607
LAW 603,CRJ 321,LAW 603,0.7556257
LAW 630,MGT 424,LAW 630,0.7606837
LAW 630,HCR 261,LAW 630,0.7263378
LAW 640,ECN 453,LAW 640,0.805599
LAW 640,LES 305,LAW 640,0.75943244
LAW 768,ACC 589,LAW 768,0.8097484
LAW 768,OMT 440,LAW 768,0.8078846
LAW 781,NEU 792,LAW 781,0.8603411
LAW 781,MCB 792,LAW 781,0.8603411
LDE 580,CEN 580,LDE 580,0.99999976
LDE 580,MET 580,LDE 580,0.99999976
LES 380,LES 581,LES 380,0.8539841999999999
LES 380,CIS 525,LES 380,0.8113154
LIA 499,MIC 499,LIA 499,0.99999994
LIA 499,ABS 499,LIA 499,0.99999994
LSC 591,MET 591,LSC 591,1.0000002000000001
LSC 591,SLC 691,LSC 591,1.0000001
LST 492,GER 492,LST 492,1.0000002000000001
LST 492,SED 492,LST 492,1.0000002000000001
LTC 692,MUP 692,LTC 692,0.99999994
LTC 692,NEU 592,LTC 692,0.99999994
MAE 593,MUD 593,MAE 593,1.0
MAE 593,MET 593,MAE 593,1.0
MAS 501,TEL 713,MAS 501,0.88727784
MAS 501,TEL 701,MAS 501,0.884915
MAT 117S,MTE 485,MAT 117S,0.8449559000000001
MAT 117S,MAT 207,MAT 117S,0.8399513000000001
MAT 484,ARB 484,MAT 484,1.0000002000000001
MAT 484,ENT 484,MAT 484,1.0000002000000001
MAT 502,MAT 572,MAT 502,0.8924634
MAT 502,MAT 573,MAT 502,0.8840991
MCB 504,BIO 504,MCB 504,0.9999998999999999
MCB 504,BIO 502,MCB 504,0.86706156
MCO 240,ARE 370,MCO 240,0.7530416
MCO 240,MCO 430,MCO 240,0.737744
MCO 492,ART 492,MCO 492,1.0000002000000001
MCO 492,JPN 492,MCO 492,1.0000002000000001
MDL 431,MDL 441,MDL 431,0.95044625
MDL 431,MDL 460,MDL 431,0.8833383
MDL 441,IEE 474,MDL 441,0.8906280000000001
MDL 441,STP 231,MDL 441,0.8861814
MED 450,HCD 401,MED 450,1.0000004999999998
MED 450,OGL 360,MED 450,0.9019345999999999
MET 494,MET 592,MET 494,0.7882241999999999
MET 494,MET 499,MET 494,0.77948403
MET 498,MET 499,MET 498,0.8407321
MET 498,MET 598,MET 498,0.7923849000000001
MET 515,MET 518,MET 515,0.57230055
MET 515,MET 599,MET 515,0.4647013
MFG 485,HSC 400,MFG 485,0.7940956
MFG 485,IND 621,MFG 485,0.79225695
MGT 410,SGS 504,MGT 410,0.79562366
MGT 410,RDG 323,MGT 410,0.7815337
MGT 598,MLS 598,MGT 598,1.0000001
MGT 598,BUS 598,MGT 598,1.0000001
MHL 339,MHL 340,MHL 339,0.8885439
MHL 339,MUP 451,MHL 339,0.8848056999999999
MIS 498,ART 498,MIS 498,1.0000001
MIS 498,ADE 498,MIS 498,1.0
MKT 591,MET 591,MKT 591,1.0000002000000001
MKT 591,EEE 591,MKT 591,1.0000001
MSA 102,MSA 202,MSA 102,0.88326657
MSA 102,MSA 201,MSA 102,0.8282341999999999
MSE 561,EEE 631,MSE 561,0.7911044
MSE 561,EEE 566,MSE 561,0.7830153
MTE 210,MTE 485,MTE 210,0.86724937
MTE 210,MTE 320,MTE 210,0.86115557
MTE 294,RUS 194,MTE 294,1.0
MTE 294,FRE 194,MTE 294,1.0
MTE 799,SSH 799,MTE 799,1.0
MTE 799,WST 799,MTE 799,1.0
MUE 101,HDA 101,MUE 101,0.9244225
MUE 101,SOS 201,MUE 101,0.87947893
MUE 434,MUE 534,MUE 434,1.0000002000000001
MUE 434,MUE 589,MUE 434,0.88304335
MUE 592,AFR 592,MUE 592,0.99999994
MUE 592,CIS 592,MUE 592,0.99999994
MUE 690,ITA 590,MUE 690,0.99999976
MUE 690,CED 790,MUE 690,0.99999976
MUP 443,MUP 543,MUP 443,0.9928091999999998
MUP 443,MUP 450,MUP 443,0.9418757
MUP 448,MUP 548,MUP 448,0.9999998999999999
MUP 448,MUP 449,MUP 448,0.8966179
MUP 450,MUP 543,MUP 450,0.93466663
MUP 450,MUP 554,MUP 450,0.93017846
MUP 470,MUP 566,MUP 470,1.0
MUP 470,MUP 472,MUP 470,0.7839799
MUP 476,MUP 543,MUP 476,0.87469995
MUP 476,MUP 540,MUP 476,0.8215625
MUS 213,EDS 200,MUS 213,0.81487405
MUS 213,ART 539,MUS 213,0.81117404
MUS 214,ARS 100,MUS 214,0.8528235000000001
MUS 214,THP 556,MUS 214,0.8489409
MUS 780,RED 680,MUS 780,0.99999976
MUS 780,PPE 780,MUS 780,0.99999976
NAV 102,AES 401,NAV 102,0.77108574
NAV 102,NAV 403,NAV 102,0.7512864
NLM 294,FRE 294,NLM 294,1.0
NLM 294,RUS 294,NLM 294,1.0
NLM 560,NLM 610,NLM 560,0.8852321
NLM 560,CRD 530,NLM 560,0.8695084999999999
NLM 570,SGS 502,NLM 570,0.814592
NLM 570,NUR 631,NLM 570,0.78096354
NLM 584,CBS 584,NLM 584,1.0000002000000001
NLM 584,EDT 584,NLM 584,1.0000002000000001
NTR 241,NTR 540,NTR 241,0.8735913000000001
NTR 241,NTR 541,NTR 241,0.8686893
NTR 690,MSE 590,NTR 690,0.99999976
NTR 690,SPE 790,NTR 690,0.99999976
NUR 316,NUR 317,NUR 316,0.98896945
NUR 316,DNP 638,NUR 316,0.8879713
NUR 337 (LAB),NUR 447 (LAB),NUR 337 (LAB),0.88273525
NUR 337 (LAB),NUR 431,NUR 337 (LAB),0.8748779000000001
NUR 410,NUR 416,NUR 410,0.9010725
NUR 410,NUR 440,NUR 410,0.88939744
NUR 446,NUR 447 (LAB),NUR 446,0.90716004
NUR 446,NUR 478,NUR 446,0.8892664
NUR 512,NUR 513,NUR 512,0.9258523000000001
NUR 512,HCD 502,NUR 512,0.89569384
NUR 519,NUR 529,NUR 519,0.92580676
NUR 519,NUR 579,NUR 519,0.8628178
NUR 580,FSE 680,NUR 580,0.99999976
NUR 580,THP 580,NUR 580,0.99999976
OGL 10,MGT 423,OGL 10,0.7497235
OGL 10,OGL 481,OGL 10,0.7469324
OGL 240,OGL 320,OGL 240,0.88643193
OGL 240,STC 530,OGL 240,0.87883216
OGL 497,SCM 497,OGL 497,1.0
OGL 497,MTC 497,OGL 497,1.0
OMT 452,PUP 441,OMT 452,0.87042534
OMT 452,OMT 480,OMT 452,0.8601774999999999
OMT 598,STP 598,OMT 598,1.0000001
OMT 598,SOC 598,OMT 598,1.0000001
PAF 460,PAF 503,PAF 460,0.8820321
PAF 460,PAF 507,PAF 460,0.8625543
PAF 531,BIS 300,PAF 531,0.8823644
PAF 531,PSY 550,PAF 531,0.87851346
PAF 582,TGM 528,PAF 582,0.90176547
PAF 582,MCO 436,PAF 582,0.89607906
PBH 422,HCD 422,PBH 422,1.0000002000000001
PBH 422,AFR 380,PBH 422,0.859289
PHI 406,PHI 530,PHI 406,0.86976576
PHI 406,PSY 420,PHI 406,0.8640804
PHI 582,ARS 438,PHI 582,0.753448
PHI 582,ARS 102,PHI 582,0.73125434
PHS 294,RUS 294,PHS 294,1.0
PHS 294,FRE 294,PHS 294,1.0
PHY 118,PPE 300,PHY 118,0.87582636
PHY 118,BIO 530,PHY 118,0.86699283
PHY 150,PHY 310,PHY 150,0.88315815
PHY 150,CON 221,PHY 150,0.8713531999999999
PHY 331,PHY 412,PHY 331,0.9113107
PHY 331,PHY 361,PHY 331,0.8800985999999998
PHY 523,PHS 570,PHY 523,0.9589360999999998
PHY 523,PHY 576,PHY 523,0.80754673
PHY 598,CED 598,PHY 598,1.0000001
PHY 598,SHS 598,PHY 598,1.0000001
PHY 790,GLG 690,PHY 790,0.99999976
PHY 790,SHS 590,PHY 790,0.99999976
PLA 683,TSS 783,PLA 683,1.0
PLA 683,RDG 583,PLA 683,1.0
POR 321,GAP 10,POR 321,0.8077098
POR 321,MGT 405,POR 321,0.79571503
POS 368,SOS 516,POS 368,0.8555552
POS 368,SGS 441,POS 368,0.80427027
POS 456,POS 464,POS 456,0.7921623000000001
POS 456,TSS 502,POS 456,0.7417611
POS 601,CSM 402,POS 601,0.86127245
POS 601,PSY 515,POS 601,0.85487455
PPE 351,PPE 551,PPE 351,0.77034223
PPE 351,CSM 335,PPE 351,0.7606714
PPE 592,PLA 592,PPE 592,0.99999994
PPE 592,LTC 692,PPE 592,0.99999994
PSY 294,FMP 394,PSY 294,1.0
PSY 294,ART 494,PSY 294,1.0
PSY 583,MCE 583,PSY 583,1.0
PSY 583,EEE 783,PSY 583,1.0
PUP 527,TWC 453,PUP 527,0.7480521
PUP 527,TWC 553,PUP 527,0.7480521
QBA 191,SOC 191,QBA 191,1.0000002000000001
QBA 191,SEM 191,QBA 191,1.0000002000000001
QBA 593,MUD 593,QBA 593,1.0
QBA 593,MET 593,QBA 593,1.0
RED 584,PSY 484,RED 584,1.0000002000000001
RED 584,FSE 784,RED 584,1.0000002000000001
REL 203,REL 310,REL 203,0.80892277
REL 203,ASB 314,REL 203,0.7503991999999999
REL 232,HEB 232,REL 232,0.9999995
REL 232,JST 232,REL 232,0.9999995
REL 320,REL 331,REL 320,0.8787943000000001
REL 320,REL 323,REL 320,0.8378866
REL 347,REL 348,REL 347,0.85721433
REL 347,ASB 314,REL 347,0.838936
REL 357,SLC 336,REL 357,0.8246298000000001
REL 357,REL 364,REL 357,0.8230155
RUS 323,SLC 323,RUS 323,0.9896252000000001
RUS 323,RUS 423,RUS 323,0.80013514
SBS 493,GPH 493,SBS 493,0.9999998999999999
SBS 493,POS 493,SBS 493,0.9999998999999999
SCN 205,SCN 505,SCN 205,0.9999998999999999
SCN 205,SCN 501,SCN 205,0.84673196
SCN 303,ART 567,SCN 303,0.8152229999999999
SCN 303,SOS 567,SCN 303,0.8152229999999999
SEC 588,EEE 565,SEC 588,0.8721271
SEC 588,EEE 576,SEC 588,0.86839736
SED 464,EDP 514,SED 464,0.89100873
SED 464,SPE 322,SED 464,0.886517
SED 481,SPE 431,SED 481,0.8513293
SED 481,PPE 480,SED 481,0.8404050999999999
SED 593,MET 593,SED 593,1.0
SED 593,SWG 693,SED 593,0.9999998999999999
SED 780,PUP 780,SED 780,0.99999976
SED 780,EDP 680,SED 780,0.99999976
SEM 584,FMP 484,SEM 584,1.0000002000000001
SEM 584,ALD 584,SEM 584,1.0000002000000001
SER 250,EEE 230,SER 250,0.88572276
SER 250,EEE 526,SER 250,0.8440745999999999
SER 492,JPN 492,SER 492,1.0000002000000001
SER 492,BIO 492,SER 492,1.0000002000000001
SER 501,ACO 423,SER 501,0.89071697
SER 501,IEE 470,SER 501,0.8675726
SER 583,STC 583,SER 583,1.0
SER 583,MTC 783,SER 583,1.0
SER 692,ECD 592,SER 692,0.99999994
SER 692,HSE 692,SER 692,0.99999994
SER 784,SOS 584,SER 784,1.0000002000000001
SER 784,JPN 484,SER 784,1.0000002000000001
SES 121,SES 122,SES 121,0.9380908000000001
SES 121,SOS 374,SES 121,0.81501484
SES 141,SOS 314,SES 141,0.82391596
SES 141,SOS 171,SES 141,0.8190779
SGS 492,MET 492,SGS 492,1.0000002000000001
SGS 492,MET 592,SGS 492,0.94095075
SHS 461,GPE 10,SHS 461,0.83928144
SHS 461,BLE 515,SHS 461,0.81377506
SHS 581,DNP 678,SHS 581,0.8930123
SHS 581,DNP 674,SHS 581,0.87017107
SHS 592,THP 692,SHS 592,0.99999994
SHS 592,CSE 592,SHS 592,0.99999994
SHS 598,HSE 598,SHS 598,1.0000001
SHS 598,SED 598,SHS 598,1.0000001
SLB 518,MCO 529,SLB 518,0.77761674
SLB 518,MCO 436,SLB 518,0.73832595
SLB 584,SDO 584,SLB 584,1.0
SLB 584,MCE 584,SLB 584,0.9895792999999999
SLC 333,SLC 334,SLC 333,0.99572855
SLC 333,SGS 240,SLC 333,0.83916175
SLC 447,ARS 330,SLC 447,0.7920877
SLC 447,ARS 102,SLC 447,0.76903105
SLC 584,ARE 484,SLC 584,1.0000002000000001
SLC 584,JPN 484,SLC 584,1.0000002000000001
SLC 594,CDE 594,SLC 594,0.9999998999999999
SLC 594,BUS 594,SLC 594,0.9999998999999999
SLV 498,ART 498,SLV 498,1.0000001
SLV 498,TMC 498,SLV 498,1.0
SOC 523,OGL 343,SOC 523,0.87427914
SOC 523,MCO 430,SOC 523,0.8609324
SOC 586,EEE 488,SOC 586,0.767961
SOC 586,LDE 361,SOC 586,0.75913304
SOS 101,SOS 553,SOS 101,0.8380591999999999
SOS 101,TSS 505,SOS 101,0.8303983
SOS 691,MET 591,SOS 691,1.0000002000000001
SOS 691,THP 591,SOS 691,1.0000001
SPA 102,ITA 102,SPA 102,0.9861363000000001
SPA 102,ITA 101,SPA 102,0.9861363000000001
SPA 541,SPA 542,SPA 541,0.8947778000000001
SPA 541,TCL 201,SPA 541,0.8834171000000001
SPA 552,SPA 582,SPA 552,0.806705
SPA 552,SPA 569,SPA 552,0.8025372
SPA 585,SPA 586,SPA 585,0.9159101000000001
SPA 585,SPA 589,SPA 585,0.8873731
SPE 540,PSY 564,SPE 540,0.9016849
SPE 540,SPE 541,SPE 540,0.8615545
SPF 598,AET 598,SPF 598,1.0000001
SPF 598,SBS 598,SPF 598,1.0000001
SSH 502,NEU 556,SSH 502,0.7523148000000001
SSH 502,RDG 556,SSH 502,0.73639446
STP 298,RDG 298,STP 298,1.0
STP 298,MUP 298,STP 298,1.0
STP 420,STP 281,STP 420,0.93852156
STP 420,STP 280,STP 420,0.9327854999999999
SWG 526,PSY 368,SWG 526,0.86894274
SWG 526,PSY 546,SWG 526,0.8509936
SWG 527,CRJ 443,SWG 527,0.8271181000000001
SWG 527,CRJ 284,SWG 527,0.78383696
SWG 619,ESS 513,SWG 619,0.84869564
SWG 619,CIS 700,SWG 619,0.8465768
SWU 194,FMP 394,SWU 194,1.0
SWU 194,ART 494,SWU 194,1.0
TCL 370,FMS 370,TCL 370,1.0000004
TCL 370,ASB 402,TCL 370,0.7491578000000001
TCL 445,FMS 464,TCL 445,0.8775705
TCL 445,ENG 458,TCL 445,0.8775705
TEL 194,FRE 294,TEL 194,1.0
TEL 194,DAH 194,TEL 194,1.0
TEL 780,UET 580,TEL 780,0.99999976
TEL 780,THP 580,TEL 780,0.99999976
TEL 790,SST 590,TEL 790,0.99999976
TEL 790,SED 790,TEL 790,0.99999976
TGM 556,BUS 436,TGM 556,0.66467035
TGM 556,BUS 424,TGM 556,0.6502598
THE 423,AFR 364,THE 423,0.80664575
THE 423,AFR 465,THE 423,0.8028004
THE 424,THE 520,THE 424,0.88449657
THE 424,THE 524,THE 424,0.8635628000000001
THE 692,GPH 692,THE 692,0.99999994
THE 692,MSE 692,THE 692,0.99999994
THF 126,IAP 434,THF 126,0.83084226
THF 126,THP 529,THF 126,0.7981808000000001
THP 213,THP 345,THP 213,0.85704744
THP 213,THP 649,THP 213,0.79974854
THP 318,THP 418,THP 318,0.877899
THP 318,THP 525,THP 318,0.7621413
THP 448,THP 449,THP 448,0.9807709000000001
THP 448,ART 346,THP 448,0.8287705
THP 580,RDG 680,THP 580,0.99999976
THP 580,THP 680,THP 580,0.99999976
TMC 294,DAH 294,TMC 294,1.0
TMC 294,FRE 194,TMC 294,1.0
TWC 452,TWC 552,TWC 452,0.9999998999999999
TWC 452,STS 260,TWC 452,0.8754331
TWC 505,MCO 710,TWC 505,0.87921375
TWC 505,LSE 542,TWC 505,0.8557193000000001
URB 400,COM 314,URB 400,0.8425162
URB 400,URB 405,URB 400,0.80285
URB 410,SPE 416,URB 410,0.87650347
URB 410,EMS 505,URB 410,0.8764231
WPC 148,WPC 248,WPC 148,0.76214075
WPC 148,WPC 449,WPC 148,0.7514255
WPC 302,TGM 585,WPC 302,0.87974524
WPC 302,MGT 501,WPC 302,0.8673402
ABS 377,SOS 412,ABS 377,0.8779068000000001
ABS 377,BIO 412,ABS 377,0.8779068000000001
ABS 593,MUD 593,ABS 593,1.0
ABS 593,MET 593,ABS 593,1.0
ACC 444,CIS 365,ACC 444,0.84567773
ACC 444,ACC 507,ACC 444,0.84020615
ACO 591,MUD 591,ACO 591,1.0000002000000001
ACO 591,MET 591,ACO 591,1.0000002000000001
AEP 590,FSE 790,AEP 590,0.99999976
AEP 590,ALD 590,AEP 590,0.99999976
AFR 317,WST 380,AFR 317,0.86962205
AFR 317,AFR 466,AFR 317,0.86457276
AFR 470,WST 471,AFR 470,0.9999998
AFR 470,WST 378,AFR 470,0.8401301999999999
AGB 420,AGB 456,AGB 420,0.834362
AGB 420,AGB 422,AGB 420,0.8324587
AIS 280,AIS 285,AIS 280,0.9999998999999999
AIS 280,AIS 518,AIS 280,0.8393135
AIS 420,MCO 302,AIS 420,0.8512958
AIS 420,STP 226,AIS 420,0.77349424
